sno,user_id,user_name,book_id,book_name,book_author,request_date,doi,dor
6537,REPA0123,Evelyn Kim,UNIH8301,Mrs. Frisby and the Rats of Nimh - Newbery Promo '99 (Aladdin Fantasy),Robert C. O'Brien,2023-09-01,2023-09-04,2023-09-11
6538,REPA0568,James Verma,UNID8913,Bump is Busy (Baby's First Book Club),Christopher James,2023-09-03,2023-09-04,2023-09-11
6539,REPA0344,Sebastian Jensen,UNIL6812,Sixth Grade Secrets,Louis Sachar,2023-09-03,2023-09-04,2023-09-11
6540,REPA0145,Mia Lee,UNIE4512,Postcards from the Net,Jon Casimir,2023-09-03,2023-09-04,2023-09-11
6541,REPA0200,Zoey Verma,UNIU2003,Philosophy of Woman: An Anthology of Classic to Current Concepts,Mary Briody Mahowald,2023-09-04,2023-09-04,2023-09-11
6542,REPA0446,Isabella Novak,UNIE2795,Deal on Ice (Thorndike Large Print Americana Series),Les Standiford,2023-09-04,2023-09-04,2023-09-11
6543,REPA0163,Lucas Rossi,UNIH3811,Cannibal in Manhattan,Tama Janowitz,2023-09-02,2023-09-04,2023-09-11
6544,REPA0125,Harper Baker,UNIS1101,Because of Winn-Dixie (Newbery Honor Book),Kate Dicamillo,2023-09-02,2023-09-04,2023-09-11
6545,REPA0380,Elijah Cohen,UNIE6733,Women at War,Lois Mcmaster Bujold,2023-09-02,2023-09-04,2023-09-11
6546,REPA0172,Sophia Johnson,UNIV3001,The Christian's Secret of a Happy Life (Value Book),Hannah Whitall Smith,2023-09-03,2023-09-04,2023-09-11
6547,REPA0002,Amelia Sharma,UNIJ7694,Turtle Diary,Russell Hoban,2023-09-02,2023-09-05,2023-09-12
6548,REPA0543,Aiden Choi,UNIM3236,The Greatest Salesman in the World,Og Mandino,2023-09-04,2023-09-05,2023-09-12
6549,REPA0473,Jackson Dubois,UNIF0082,The Second Bridegroom,Rodney Hall,2023-09-04,2023-09-05,2023-09-12
6550,REPA0235,Mason Rossi,UNIT1287,Other Clay: A Remembrance of the World War II Infantry (Dell Nonfiction War Series),Charles R. Cawthon,2023-09-02,2023-09-05,2023-09-12
6551,REPA0464,Noah Santos,UNIG0238,Father Christmas,Barbara Metzger,2023-09-02,2023-09-05,2023-09-12
6552,REPA0233,Liam Kim,UNIB5747,AyÃºdate,Lair Ribeiro,2023-09-05,2023-09-05,2023-09-12
6553,REPA0139,Mateo Tanaka,UNIR3408,The Firebrand (Highland Treasure Trilogy),May Mcgoldrick,2023-09-02,2023-09-05,2023-09-12
6554,REPA0410,Zoey Santos,UNIB1571,David Copperfield (Penguin Classics),Charles Dickens,2023-09-03,2023-09-05,2023-09-12
6555,REPA0214,Sebastian Singh,UNIR8405,Ohio (New Enchantment of America State Bks),John Allan Carpenter,2023-09-02,2023-09-05,2023-09-12
6556,REPA0004,Grace Rossi,UNIE9174,Midsummer Moon (Arabesque),Doris Johnson,2023-09-03,2023-09-05,2023-09-12
6557,REPA0283,Hannah Baker,UNII4392,Lauter Nackte Manner,Grube,2023-09-05,2023-09-05,2023-09-12
6558,REPA0108,Logan Choi,UNII0044,Looking Out for No1-1,Ringer,2023-09-04,2023-09-05,2023-09-12
6559,REPA0547,Alexander Haddad,UNIV6825,Comet's Nine Lives,Jan Brett,2023-09-03,2023-09-05,2023-09-12
6560,REPA0470,Ethan Cohen,UNIS5188,The Twilight Zone the Original Stories,Martin Harry Greenberg,2023-09-05,2023-09-05,2023-09-12
6561,REPA0019,Lucas Müller,UNIN9780,Zen for Cats: Teachings of the Zen Cat Masters,Alfred Birnbaum,2023-09-02,2023-09-05,2023-09-12
6562,REPA0350,Lucas Paredes,UNIH2048,Ideas for the New Millennium,Peter Ellyard,2023-09-03,2023-09-05,2023-09-12
6563,REPA0183,Zoey Lopez,UNIJ8167,Bliss,Claudia Crawford,2023-09-04,2023-09-05,2023-09-12
6564,REPA0445,Jackson García,UNIL2872,Bored of the Rings: A Parody of J.R.R. Tolkien's The Lord of the Rings,Harvard Lampoon,2023-09-03,2023-09-06,2023-09-13
6565,REPA0124,Lucas Ali,UNIN0506,The LAST TERM AT MALORY TOWERS,Enid Blyton,2023-09-03,2023-09-06,2023-09-13
6566,REPA0301,Evelyn Cohen,UNIS3719,Other Solitudes: Multicultural Fiction and Interviews,Linda Hutcheon,2023-09-05,2023-09-06,2023-09-13
6567,REPA0451,Liam Nguyen,UNII5260,American Fuji,Sara Backer,2023-09-04,2023-09-06,2023-09-13
6568,REPA0282,Abigail Paredes,UNII0083,ONE EVIL SUMMER (FEAR STREET 25) : ONE EVIL SUMMER (Fear Street),R.L. Stine,2023-09-03,2023-09-06,2023-09-13
6569,REPA0537,Abigail Baker,UNIJ4889,Fear of Fifty: A Mid-Life Memoir,Erica Jong,2023-09-03,2023-09-06,2023-09-13
6570,REPA0062,Logan Dubois,UNIO0737,The Reshaping of Everyday Life : 1790-1840 (Everyday Life in America),Jack Larkin,2023-09-06,2023-09-06,2023-09-13
6571,REPA0519,Henry Silva,UNIG4469,The Crime of Martin Coverly,Leonard Wibberley,2023-09-06,2023-09-06,2023-09-13
6572,REPA0262,Elijah Müller,UNIN5504,Tomorrow's Dream,Peggy Hanchar,2023-09-04,2023-09-06,2023-09-13
6573,REPA0226,Henry Singh,UNID9778,Bourne Identity,Robert Ludlum,2023-09-04,2023-09-06,2023-09-13
6574,REPA0332,Grace Kim,UNIT4752,Heaven Knows Best,Nikki Holiday,2023-09-06,2023-09-06,2023-09-13
6575,REPA0020,Elijah Santos,UNIJ6202,First Book of the Recorder (1st Music Series),Philip Hawthorn,2023-09-04,2023-09-06,2023-09-13
6576,REPA0405,Hannah Kim,UNII5948,Bear cub: At home in the forest,Sarah Toast,2023-09-06,2023-09-06,2023-09-13
6577,REPA0246,Abigail Silva,UNIP5606,An Irish Country Childhood: Memories of a Bygone Age (Thorndike Large Print Basic Series),Marrie Walsh,2023-09-05,2023-09-06,2023-09-13
6578,REPA0142,Henry Dubois,UNIM6224,Spy in the House of Love,Anais Nin,2023-09-04,2023-09-06,2023-09-13
6579,REPA0126,Olivia Marino,UNII5061,Das Licht von Atlantis. Roman.,Marion Zimmer Bradley,2023-09-06,2023-09-06,2023-09-13
6580,REPA0413,Mateo Nguyen,UNIN7129,Lipstick on His Collar,Elizabeth Villars,2023-09-03,2023-09-06,2023-09-13
6581,REPA0048,Grace García,UNIA8673,Anne of Windy Poplars (Anne of Green Gables Novels (Paperback)),L.M. Montgomery,2023-09-04,2023-09-06,2023-09-13
6582,REPA0468,Elijah Nguyen,UNIS0305,Outrageous Fortune,Meredith Land Machin,2023-09-03,2023-09-06,2023-09-13
6583,REPA0016,Harper O'Brien,UNIT3512,Since Daisy Creek,W. O. Mitchell,2023-09-06,2023-09-06,2023-09-13
6584,REPA0401,Zoey Kim,UNIC2255,Hot Gimmick (Hot Gimmick),Miki Aihara,2023-09-04,2023-09-06,2023-09-13
6585,REPA0525,Liam Rossi,UNIG0011,Poison Pen,Mary Kittredge,2023-09-06,2023-09-07,2023-09-14
6586,REPA0414,Ella Ali,UNIQ2304,Photography: A Concise History,J. Jeffrey,2023-09-04,2023-09-07,2023-09-14
6587,REPA0554,Amelia Nguyen,UNIW7870,A Call for Connection: Solutions for Creating a Whole New Culture,Gail Bernice Holland,2023-09-05,2023-09-07,2023-09-14
6588,REPA0473,Jackson Dubois,UNIR2081,Minotaur,Benjamin. Tamuz,2023-09-04,2023-09-07,2023-09-14
6589,REPA0131,Grace Kowalski,UNIP6268,The Other Side of Deception: A Rogue Agent Exposes the Mossad's Secret Agenda,Victor Ostrovsky,2023-09-04,2023-09-07,2023-09-14
6590,REPA0131,Grace Kowalski,UNIC2457,Mujer En Guerra - Bolsillo,Maruja Torres,2023-09-04,2023-09-07,2023-09-14
6591,REPA0511,James Paredes,UNIQ3847,The Magic Unicorn,Caroline Repchuk,2023-09-07,2023-09-07,2023-09-14
6592,REPA0098,Grace Sharma,UNIQ9777,Fallen Angel,Deborah Camp,2023-09-04,2023-09-07,2023-09-14
6593,REPA0542,Noah Sharma,UNIM2272,Food for Life: How the New Four Food Groups Can Save Your Life,Neal D. Barnard,2023-09-06,2023-09-07,2023-09-14
6594,REPA0290,Logan Singh,UNIJ8544,After the Breakup: Women Sort Through the Rubble and Rebuild Lives of New Possibilities,Angela Watrous,2023-09-05,2023-09-07,2023-09-14
6595,REPA0002,Amelia Sharma,UNIS7181,The Stalking Horse: An Evening-Length Opera Ballet in Five Acts,Constance Ash,2023-09-05,2023-09-07,2023-09-14
6596,REPA0362,Isabella Müller,UNIT3722,My New York Diary,Julie Doucet,2023-09-04,2023-09-07,2023-09-14
6597,REPA0072,Evelyn Haddad,UNIR0158,Old Dogs and Children : A Novel Tag: Au of Home Fires Burning and Dairy Queen Days,Robert Inman,2023-09-04,2023-09-07,2023-09-14
6598,REPA0169,Grace Dubois,UNII9153,Once in a Blue Moon (Loveswept),Billie Green,2023-09-06,2023-09-07,2023-09-14
6599,REPA0034,Ava Ali,UNIU8331,TERRESTRIALS,Paul West,2023-09-07,2023-09-07,2023-09-14
6600,REPA0530,Alexander Cohen,UNIV5853,Robinson Crusoe,Daniel Defoe,2023-09-05,2023-09-07,2023-09-14
6601,REPA0494,Olivia Dubois,UNIL1822,How to Talk With Your Child About Sexuality,Planned Parenthood Federation Of America,2023-09-04,2023-09-07,2023-09-14
6602,REPA0109,Ethan Jensen,UNIB3286,Ark,David Daniel,2023-09-07,2023-09-07,2023-09-14
6603,REPA0122,Mia Cohen,UNIG0178,Summer Romance,Rebecca Diamond,2023-09-06,2023-09-07,2023-09-14
6604,REPA0126,Olivia Marino,UNIH5588,Forbidden Love,Caroline Courtney,2023-09-05,2023-09-07,2023-09-14
6605,REPA0221,Olivia Cohen,UNIW2427,Pacific Crossing,Gary Soto,2023-09-06,2023-09-07,2023-09-14
6606,REPA0173,Noah Müller,UNIL2824,Germinal (Oxford World's Classics),Emile Zola,2023-09-06,2023-09-07,2023-09-14
6607,REPA0338,Riley Kim,UNIC5968,Beezus and Ramona,Beverly Cleary,2023-09-05,2023-09-07,2023-09-14
6608,REPA0499,Evelyn Patel,UNIG8251,Development Theory: An Introduction,P. W. Preston,2023-09-07,2023-09-07,2023-09-14
6609,REPA0394,Daniel Lee,UNIF8301,Das verschwundene LÃ?Â¤cheln.,Peter Robinson,2023-09-05,2023-09-08,2023-09-15
6610,REPA0098,Grace Sharma,UNIH0142,Spring of the Tiger,Holt,2023-09-07,2023-09-08,2023-09-15
6611,REPA0223,Mia Smith,UNIU7752,Secret Strength,J. Erickson,2023-09-07,2023-09-08,2023-09-15
6612,REPA0399,Logan Sharma,UNIB7307,One Stick Song,Sherman Alexie,2023-09-06,2023-09-08,2023-09-15
6613,REPA0451,Liam Nguyen,UNIK4597,Fail Safe,Eugene Burdick,2023-09-07,2023-09-08,2023-09-15
6614,REPA0233,Liam Kim,UNIR7883,The Firm,John Grisham,2023-09-06,2023-09-08,2023-09-15
6615,REPA0287,Abigail García,UNIT3757,The Devil and Miss Webster (Zebra Regency Romance),Julia Parks,2023-09-07,2023-09-08,2023-09-15
6616,REPA0132,Daniel Santos,UNIU9913,The Pelican Brief: International Edition,John Grisham,2023-09-05,2023-09-08,2023-09-15
6617,REPA0076,Mateo Ali,UNIR9336,The Unquiet Grave,Cyril Connolly,2023-09-06,2023-09-08,2023-09-15
6618,REPA0073,Ava O'Brien,UNIN9719,Razor's Edge (Daw Science Fiction),Lisanne Norman,2023-09-07,2023-09-08,2023-09-15
6619,REPA0332,Grace Kim,UNIT4800,Bestiary!,Jack Dann,2023-09-05,2023-09-08,2023-09-15
6620,REPA0547,Alexander Haddad,UNIO9993,Better Homes and Gardens Patchwork and Quilting (Better homes and gardens books),Not Applicable (Na ),2023-09-07,2023-09-08,2023-09-15
6621,REPA0553,Jackson Jensen,UNIR9162,History of the World: Modern Era,Perry,2023-09-07,2023-09-08,2023-09-15
6622,REPA0335,Grace Patel,UNIP5738,War and Peace,L. N. Tolstoi,2023-09-08,2023-09-08,2023-09-15
6623,REPA0340,Logan Ali,UNIF6146,Cat in a Kiwi Con : A Midnight Louie Mystery (A Midnight Louie Mystery),Carole Nelson Douglas,2023-09-05,2023-09-08,2023-09-15
6624,REPA0135,Harper Lopez,UNIW7842,A Face Without A Heart,Rick R. Reed,2023-09-05,2023-09-08,2023-09-15
6625,REPA0099,Amelia Lopez,UNIC6088,Sleeping with a Sunflower,Value Publ Rh,2023-09-08,2023-09-08,2023-09-15
6626,REPA0410,Zoey Santos,UNIV5287,Amy et Isabelle,Elisabeth Strout,2023-09-09,2023-09-09,2023-09-16
6627,REPA0096,Aiden Ali,UNIX1643,The Tiny Book of Tiny Houses,Les Walker,2023-09-06,2023-09-09,2023-09-16
6628,REPA0142,Henry Dubois,UNIJ3700,The Whipping Boy,Sid Fleischman,2023-09-08,2023-09-09,2023-09-16
6629,REPA0312,Evelyn Müller,UNIX1116,Smart Talk for Achieving Your Potential: 5 Steps to Get You from Here to There,Lou Tice,2023-09-07,2023-09-09,2023-09-16
6630,REPA0291,Mateo Müller,UNIN2675,Fancy Free (Harlequin Presents No. 982),Karen Van Der Zee,2023-09-08,2023-09-09,2023-09-16
6631,REPA0107,Aiden Rossi,UNIC8083,Backache Relief: The Ultimate Second Opinion from Back-Pain Sufferers Nationwide Who Share Their Successful Healing Experiences,Arthur Klein,2023-09-09,2023-09-09,2023-09-16
6632,REPA0457,Logan Johnson,UNIF8461,Hausmann gesucht.,Katrin Hummel,2023-09-06,2023-09-09,2023-09-16
6633,REPA0506,Liam Choi,UNIS2142,Using Microsoft Office 97 (Platinum Edition Using...),Kathy Ivens,2023-09-06,2023-09-09,2023-09-16
6634,REPA0155,Riley Paredes,UNID4488,Waiting: The True Confessions of a Waitress,Debra Ginsberg,2023-09-07,2023-09-09,2023-09-16
6635,REPA0575,Lucas Johnson,UNIH5963,The Puttermesser Papers,Cynthia Ozick,2023-09-07,2023-09-09,2023-09-16
6636,REPA0290,Logan Singh,UNIT8495,Pokemon,Jason Rich,2023-09-08,2023-09-09,2023-09-16
6637,REPA0283,Hannah Baker,UNIH4918,The Maltese Puppy,Melissa Cleary,2023-09-07,2023-09-09,2023-09-16
6638,REPA0094,Mason Cohen,UNIF8805,May the Best Man Wed,Darlene Scalera,2023-09-08,2023-09-09,2023-09-16
6639,REPA0083,Olivia Baker,UNIJ5322,The right job,Robert O Snelling,2023-09-06,2023-09-09,2023-09-16
6640,REPA0107,Aiden Rossi,UNIF6761,Secrets of a Small Town: The Extraordinary Confessions of Ordinary People,Jerry Biederman,2023-09-07,2023-09-09,2023-09-16
6641,REPA0301,Evelyn Cohen,UNIP8206,The '21' Cookbook: Recipes and Lore from New York's Fabled Restaurant,Michael Lomonaco,2023-09-07,2023-09-09,2023-09-16
6642,REPA0315,Grace Jensen,UNII8723,Clan Novel: Lasombra,Richard E. Dansky,2023-09-06,2023-09-09,2023-09-16
6643,REPA0450,Mason Sharma,UNIC6726,Rise of Endymion,Dan Simmons,2023-09-09,2023-09-09,2023-09-16
6644,REPA0132,Daniel Santos,UNIK7010,The living clocks,Ritchie R Ward,2023-09-08,2023-09-09,2023-09-16
6645,REPA0462,Mia Novak,UNII9581,Inquisition: The Persecution and Prosecution of the Reverend Sun Myung Moon,Carlton Sherwood,2023-09-07,2023-09-09,2023-09-16
6646,REPA0090,Daniel Choi,UNIU5263,A Change of Fortune (Regency Romance),Sandra Heath,2023-09-07,2023-09-09,2023-09-16
6647,REPA0071,Mateo Patel,UNIA9699,CODE CONQUISTDOR,Kelli M. Gary,2023-09-07,2023-09-09,2023-09-16
6648,REPA0025,Riley Marino,UNIS6251,The Falling Woman,Pat Murphy,2023-09-06,2023-09-09,2023-09-16
6649,REPA0017,Riley Tanaka,UNIE9286,Foggy Mountain Breakdown: And Other Stories,Sharyn Mccrumb,2023-09-09,2023-09-09,2023-09-16
6650,REPA0245,Sebastian Kowalski,UNIK2344,Civilisation: A Personal View,Kenneth Clark,2023-09-08,2023-09-09,2023-09-16
6651,REPA0193,Noah Ali,UNIN7302,Vlad Tapes,Fred Saberhagen,2023-09-06,2023-09-09,2023-09-16
6652,REPA0452,Ethan Choi,UNIW4626,Trials and Tribulations: Appealing Legal Humor : A Collection,Daniel R. White,2023-09-08,2023-09-09,2023-09-16
6653,REPA0181,Olivia Jensen,UNIJ4204,Fallen: Confessions of a Disbarred Lawyer,Anonymous,2023-09-08,2023-09-09,2023-09-16
6654,REPA0274,Amelia Rossi,UNIA4614,New Chicana/Chicano Writing 2,Charles M. Tatum,2023-09-08,2023-09-09,2023-09-16
6655,REPA0547,Alexander Haddad,UNIS4937,Organizational behavior: Readings and exercises (McGraw-Hill series in management),Keith Davis,2023-09-09,2023-09-09,2023-09-16
6656,REPA0441,James Cohen,UNIW6835,Scholastic El Autobus Magico Sube Y Baja: UN Libro Sobre Como Flotar Y Hundirse (El Autobus Magico),Scholastic Books,2023-09-07,2023-09-10,2023-09-17
6657,REPA0357,Abigail Nguyen,UNIB6381,The Burning Point,Mary Jo Putney,2023-09-08,2023-09-10,2023-09-17
6658,REPA0475,Zoey Johnson,UNIL0596,Berlin: Book One,Jason Lutes,2023-09-10,2023-09-10,2023-09-17
6659,REPA0461,Liam Jensen,UNIO7275,The POSSESSED: DARK VISIONS II : THE POSSESSED (DARK VISIONS),L.J. Smith,2023-09-07,2023-09-10,2023-09-17
6660,REPA0132,Daniel Santos,UNIV5549,Oxford Blood (Jemima Shore Mysteries),Antonia Fraser,2023-09-08,2023-09-10,2023-09-17
6661,REPA0262,Elijah Müller,UNIB1779,Green Rider,Kristen Britain,2023-09-07,2023-09-10,2023-09-17
6662,REPA0533,Noah Johnson,UNIL4501,Sophie and the Rising Sun,Augusta Trobaugh,2023-09-10,2023-09-10,2023-09-17
6663,REPA0244,Mia Verma,UNIP6380,Carrer Marsala (Tros de paper),Miquel Bauã§Ã ,2023-09-10,2023-09-10,2023-09-17
6664,REPA0156,Henry Müller,UNIQ2318,Indoor Plants: The Essential Guide to Choosing and Caring for Houseplants,Jane Courtier,2023-09-10,2023-09-10,2023-09-17
6665,REPA0397,Amelia Tanaka,UNIO1696,The Wheel on the School,Meindert Dejong,2023-09-09,2023-09-10,2023-09-17
6666,REPA0237,Mateo Choi,UNIB6976,The Elephant Vanishes: Stories (Vintage International),Haruki Murakami,2023-09-09,2023-09-10,2023-09-17
6667,REPA0572,Ava Haddad,UNIM1572,Kinda (Doctor Who),Terrance Dicks,2023-09-07,2023-09-10,2023-09-17
6668,REPA0359,Abigail Novak,UNID5796,Women and Revolution in Nicaragua,Helen Collinson,2023-09-10,2023-09-10,2023-09-17
6669,REPA0430,Sophia Kowalski,UNIU0831,The Prism Weight Loss Program,Karen Kingsbury,2023-09-09,2023-09-10,2023-09-17
6670,REPA0168,Daniel Sharma,UNIV3420,Paul Klee: Diarios,Paul Klee,2023-09-07,2023-09-10,2023-09-17
6671,REPA0447,Noah Haddad,UNIN1569,Weather Flying,Robert N. Buck,2023-09-09,2023-09-10,2023-09-17
6672,REPA0085,Hannah Haddad,UNIL6469,Full de dames (L'Ancora),Pep Subirã³S,2023-09-10,2023-09-10,2023-09-17
6673,REPA0192,Noah Patel,UNIV1901,Principles of Lower-Extremity Bracing,Jacquelin Perry,2023-09-08,2023-09-10,2023-09-17
6674,REPA0373,Emma Kim,UNIF2449,Ancient Evenings,Norman Mailer,2023-09-11,2023-09-11,2023-09-18
6675,REPA0534,Ella Johnson,UNIQ4139,The Art of Software Testing,Glenford J. Myers,2023-09-09,2023-09-11,2023-09-18
6676,REPA0301,Evelyn Cohen,UNIE2901,Wish Upon A Star,Kelsey Roberts,2023-09-11,2023-09-11,2023-09-18
6677,REPA0305,Evelyn Jensen,UNIT7633,Excel Phenomenon: The Astonishing Success Story of the Fastest-Growing Communications Company -- and What It Means to You,James W. Robinson,2023-09-08,2023-09-11,2023-09-18
6678,REPA0158,Elijah Johnson,UNIM4265,The Unsuitable Miss Martingale (Signet Regency Romance),Barbara Hazard,2023-09-09,2023-09-11,2023-09-18
6679,REPA0534,Ella Johnson,UNIT7440,The Second Part of King Henry IV (The Pelican Shakespeare),William Shakespeare,2023-09-11,2023-09-11,2023-09-18
6680,REPA0195,Grace Müller,UNII6444,Coming Home To Jerusalem: A Personal Journey,Wendy Orange,2023-09-10,2023-09-11,2023-09-18
6681,REPA0359,Abigail Novak,UNIF8382,First Light: The Search for the Edge of the Universe,Richard Preston,2023-09-09,2023-09-11,2023-09-18
6682,REPA0073,Ava O'Brien,UNIC9881,Mister Boffo: Unclear on the Concept,Joe Martin,2023-09-10,2023-09-11,2023-09-18
6683,REPA0434,Sebastian Brown,UNIN7398,Children at the Gate,Lynne Reid Banks,2023-09-08,2023-09-11,2023-09-18
6684,REPA0153,Mateo Lee,UNIT8859,Lifestyle Evangelism (Critical Concern Series),Dr. Joe Aldrich,2023-09-11,2023-09-11,2023-09-18
6685,REPA0039,Zoey Patel,UNIN1025,Texas Triumphant,Daniel Da Cruz,2023-09-08,2023-09-11,2023-09-18
6686,REPA0439,Henry Patel,UNIF8389,Ortswechsel. Ein satirischer Roman.,David Lodge,2023-09-08,2023-09-11,2023-09-18
6687,REPA0466,Hannah Tanaka,UNIB8627,The Forest Lover,Susan Vreeland,2023-09-10,2023-09-11,2023-09-18
6688,REPA0083,Olivia Baker,UNIF6035,Dark Fire,Elizabeth Lowell,2023-09-09,2023-09-11,2023-09-18
6690,REPA0305,Evelyn Jensen,UNID4927,Der Eingeschneite Hund: Roman,Andrea Simmen,2023-09-10,2023-09-11,2023-09-18
6691,REPA0074,Daniel Johnson,UNIB0256,Burnt Offerings (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,2023-09-08,2023-09-11,2023-09-18
6692,REPA0385,Isabella Lopez,UNID7681,Triple (Bookcassette(r) Edition),Ken Follett,2023-09-10,2023-09-11,2023-09-18
6693,REPA0036,Noah Jensen,UNIL8345,New Legends,Greg Bear,2023-09-09,2023-09-11,2023-09-18
6694,REPA0427,Ava Patel,UNIQ1333,People of the Twilight,Diamond Jenness,2023-09-09,2023-09-11,2023-09-18
6695,REPA0070,Liam García,UNIQ2501,Circle of Love-A Devotional for Mothers,Amy Nappa,2023-09-09,2023-09-11,2023-09-18
6696,REPA0309,Mia Paredes,UNIG0553,Undeniable (Arabesque),Francis Ray,2023-09-09,2023-09-12,2023-09-19
6697,REPA0570,Evelyn Santos,UNIW8046,Hoyle's Rules of Games,Geoffrey Mott-Smith,2023-09-09,2023-09-12,2023-09-19
6698,REPA0086,Ava Choi,UNIV4108,Friends Through Thick and Thin,Gloria Gaither,2023-09-10,2023-09-12,2023-09-19
6699,REPA0496,Lucas Patel,UNIA0350,Life Lessons: Book Of Hebrews,Max Lucado,2023-09-12,2023-09-12,2023-09-19
6700,REPA0135,Harper Lopez,UNIF3658,Monkey Wrench,Liza Cody,2023-09-09,2023-09-12,2023-09-19
6701,REPA0083,Olivia Baker,UNIR1534,Collins Gem: the Seashore (Collins Gems),Rosalind Fitter,2023-09-09,2023-09-12,2023-09-19
6702,REPA0375,Mason Marino,UNIU0642,Secret of Platform 13/Island of the Aunts Flip Book,Eva Ibbotson,2023-09-11,2023-09-12,2023-09-19
6703,REPA0414,Ella Ali,UNIR6820,Manor House: Life in an Edwardian Country House,Juliet Gardiner,2023-09-11,2023-09-12,2023-09-19
6704,REPA0334,Daniel Müller,UNIB0736,DES Stories : Faces and Voices of People Exposed to Diethylstilbestrol,Margaret Lee Braun,2023-09-09,2023-09-12,2023-09-19
6705,REPA0225,Henry Kim,UNIQ4099,Martin Luther: The Great Reformer (Heroes of the Faith),Edwin Prince Booth,2023-09-12,2023-09-12,2023-09-19
6706,REPA0194,Isabella Dubois,UNIJ3636,Growing and Using Herbs and Spices,Milo Miloradovich,2023-09-12,2023-09-12,2023-09-19
6707,REPA0078,Sebastian Paredes,UNIL8586,Barney &amp; Baby Bop: Go to School (Barney Go to Series),Mark S. Bernthal,2023-09-12,2023-09-12,2023-09-19
6708,REPA0566,Alexander Patel,UNIP6786,Smash,Garson Kanin,2023-09-09,2023-09-12,2023-09-19
6709,REPA0446,Isabella Novak,UNID9576,Details at Ten (Georgia Barnett Mysteries),Ardella Garland,2023-09-09,2023-09-12,2023-09-19
6710,REPA0086,Ava Choi,UNIK9522,70-217: MCSE Guide to Microsoft Windows 2000 Active Directory,Tillman Strahan,2023-09-09,2023-09-12,2023-09-19
6711,REPA0576,Elijah Singh,UNIV9570,Alice Im Wunderland: Alice in Wonderland/Alice Im Wunderland,Lewis Carroll,2023-09-12,2023-09-12,2023-09-19
6712,REPA0284,Riley Santos,UNIJ2984,Firefox Down,Thomas/Craig,2023-09-09,2023-09-12,2023-09-19
6713,REPA0336,Jackson Santos,UNIW9505,Mythical Beasts,Diedre Headon,2023-09-09,2023-09-12,2023-09-19
6714,REPA0031,Grace Ali,UNIN0094,Fodor's Upclose Great Britain (Fodor's Upclose Great Britain),David Downing,2023-09-12,2023-09-12,2023-09-19
6715,REPA0331,Logan Kim,UNIW7593,Silverlock,John Myers,2023-09-13,2023-09-13,2023-09-20
6716,REPA0164,Mason Brown,UNIW7370,Handbook of Greek Mythology,H.J. Rose,2023-09-13,2023-09-13,2023-09-20
6717,REPA0045,Ella García,UNIG8635,Solitary Dance,Robert G. Lane,2023-09-10,2023-09-13,2023-09-20
6718,REPA0129,Alexander Choi,UNIQ1970,Voyage of the Devilfish,Michael Dimercurio,2023-09-13,2023-09-13,2023-09-20
6719,REPA0427,Ava Patel,UNIR8477,Voyage of the Dawn Treader,C. S. Lewis,2023-09-10,2023-09-13,2023-09-20
6720,REPA0061,Mateo Lopez,UNII9982,X Files YA #06 Fresh Bones (X Files YA),Les Martin,2023-09-13,2023-09-13,2023-09-20
6721,REPA0436,Aiden Dubois,UNIJ8704,Creative Work: Karma Yoga,Edmond Bordeaux Szekely,2023-09-13,2023-09-13,2023-09-20
6722,REPA0130,Grace Silva,UNIR5078,Deutsch Heute: Grubdstufe,Jack Moeller,2023-09-10,2023-09-13,2023-09-20
6723,REPA0413,Mateo Nguyen,UNIS0380,Darker Than Amber,John D. Macdonald,2023-09-12,2023-09-13,2023-09-20
6724,REPA0168,Daniel Sharma,UNIU9065,Caretakers,Tabitha King,2023-09-11,2023-09-13,2023-09-20
6725,REPA0564,Olivia García,UNIP4394,The Tower : A Story of Humility,Richard Paul Evans,2023-09-13,2023-09-13,2023-09-20
6727,REPA0199,Amelia Silva,UNIQ4896,Wee Sing More Bible Songs,Pamela Conn Beall,2023-09-12,2023-09-13,2023-09-20
6728,REPA0504,Riley Smith,UNII3084,Active Retirement for Affluent Workaholics: Planning for the Life You'Ve Always Wanted,Peter Silton,2023-09-13,2023-09-13,2023-09-20
6729,REPA0109,Ethan Jensen,UNIN7584,Forever Undecided: A Puzzle Guide to Godel,Raymond Smullyan,2023-09-12,2023-09-13,2023-09-20
6730,REPA0474,Liam Lopez,UNIV5879,Samba in the Night,David J. Hess,2023-09-13,2023-09-13,2023-09-20
6731,REPA0476,Alexander Tanaka,UNIJ5785,Have Tech Will Travel : SCE Omnibus,Keith R.A. Decandido,2023-09-12,2023-09-13,2023-09-20
6732,REPA0377,Jackson Smith,UNIJ3954,No Ponies In The House!,Jeanne Betancourt,2023-09-13,2023-09-13,2023-09-20
6733,REPA0544,Emma Singh,UNIL8040,Sleep Medicine Pearls,Richard B. Berry,2023-09-11,2023-09-13,2023-09-20
6734,REPA0320,Zoey Choi,UNIM9123,Transfiguration,E. D. Blodgett,2023-09-13,2023-09-13,2023-09-20
6735,REPA0382,Amelia Novak,UNII6997,The Collected Stories,Paul Theroux,2023-09-10,2023-09-13,2023-09-20
